0,14,15,27,28,30,35,38,42,43,44,49,50,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
1,4,10,12,7,13,16,19,21,23,25,26,31,0,0,-1,-1,-1,-1,1,0,0,0,7,12
3,5,6,8,9,17,18,20,22,24,39,41,45,0,0,12,7,-1,-1,2,0,0,0,36,9
2,11,29,32,33,34,36,37,40,46,47,48,51,0,0,12,7,9,36,3,0,0,0,9,11
1,4,10,7,13,16,19,21,23,25,26,31,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,7,31
3,5,6,8,17,18,20,22,24,39,41,45,-1,31,7,-1,-1,-1,-1,4,0,1,0,36,24
2,29,32,33,34,36,37,40,46,47,48,51,-1,31,7,24,36,-1,-1,4,1,1,0,9,29
14,15,27,28,30,35,38,42,43,44,49,50,-1,31,7,24,36,29,9,4,1,2,0,0,38
14,15,27,28,30,35,42,43,44,49,50,-1,-1,-1,-1,-1,-1,-1,-1,4,1,3,0,0,15
1,4,10,7,13,16,19,21,23,25,26,-1,-1,15,0,-1,-1,-1,-1,4,2,3,0,7,25
3,5,6,8,17,18,20,22,39,41,45,-1,-1,15,0,25,7,-1,-1,4,3,3,0,36,22
2,32,33,34,36,37,40,46,47,48,51,-1,-1,15,0,25,7,22,36,4,4,3,0,9,2
1,4,10,7,13,16,19,21,23,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,4,3,0,7,26
3,5,6,8,17,18,20,39,41,45,-1,-1,-1,26,7,-1,-1,-1,-1,5,4,4,0,36,45
32,33,34,36,37,40,46,47,48,51,-1,-1,-1,26,7,45,36,-1,-1,5,4,4,1,9,32
14,27,28,30,35,42,43,44,49,50,-1,-1,-1,26,7,45,36,32,9,5,4,5,1,0,35
14,27,28,30,42,43,44,49,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,4,6,1,0,14
1,4,10,7,13,16,19,21,23,-1,-1,-1,-1,14,0,-1,-1,-1,-1,5,5,6,1,7,21
3,5,6,8,17,18,20,39,41,-1,-1,-1,-1,14,0,21,7,-1,-1,5,6,6,1,36,20
33,34,36,37,40,46,47,48,51,-1,-1,-1,-1,14,0,21,7,20,36,5,7,6,1,9,51
1,4,10,7,13,16,19,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,6,2,7,1
3,5,6,8,17,18,39,41,-1,-1,-1,-1,-1,1,7,-1,-1,-1,-1,6,7,6,2,36,8
33,34,36,37,40,46,47,48,-1,-1,-1,-1,-1,1,7,8,36,-1,-1,7,7,6,2,9,48
27,28,30,42,43,44,49,50,-1,-1,-1,-1,-1,1,7,8,36,48,9,7,7,6,3,0,50
3,5,6,17,18,39,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,6,4,36,18
33,34,36,37,40,46,47,-1,-1,-1,-1,-1,-1,18,36,-1,-1,-1,-1,7,8,6,4,9,47
27,28,30,42,43,44,49,-1,-1,-1,-1,-1,-1,18,36,47,9,-1,-1,7,8,6,5,0,49
4,10,7,13,16,19,23,-1,-1,-1,-1,-1,-1,18,36,47,9,49,0,7,8,6,6,7,16
3,5,6,17,39,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,9,6,6,36,17
33,34,36,37,40,46,-1,-1,-1,-1,-1,-1,-1,17,36,-1,-1,-1,-1,7,10,6,6,9,46
27,28,30,42,43,44,-1,-1,-1,-1,-1,-1,-1,17,36,46,9,-1,-1,7,10,6,7,0,44
4,10,7,13,19,23,-1,-1,-1,-1,-1,-1,-1,17,36,46,9,44,0,7,10,6,8,7,13
3,5,6,39,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,11,6,8,36,41
33,34,36,37,40,-1,-1,-1,-1,-1,-1,-1,-1,41,36,-1,-1,-1,-1,7,11,6,9,9,40
27,28,30,42,43,-1,-1,-1,-1,-1,-1,-1,-1,41,36,40,9,-1,-1,7,11,6,10,0,42
4,10,7,19,23,-1,-1,-1,-1,-1,-1,-1,-1,41,36,40,9,42,0,7,11,6,11,7,23
27,28,30,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,12,6,11,0,27
4,10,7,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,0,-1,-1,-1,-1,7,12,7,11,7,10
3,5,6,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,0,10,7,-1,-1,8,12,7,11,36,6
33,34,36,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,0,10,7,6,36,9,12,7,11,9,33
34,36,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,12,8,11,9,34
28,30,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,9,-1,-1,-1,-1,9,12,9,11,0,30
4,7,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,9,30,0,-1,-1,9,12,10,11,7,7
3,5,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,9,30,0,7,7,10,12,10,11,36,5
36,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,12,10,11,9,36
28,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,9,-1,-1,-1,-1,11,12,11,11,0,28
4,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,9,28,0,-1,-1,11,12,12,11,7,4
3,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,9,28,0,4,7,12,12,12,11,36,3
