0,2,9,11,12,14,22,36,41,45,46,48,49,-1,-1,-1,-1,-1,-1,0,0,0,0,71,0
1,3,4,13,21,24,26,28,29,30,33,37,39,0,71,-1,-1,-1,-1,1,0,0,0,93,4
7,16,17,20,23,25,32,34,35,38,40,47,50,0,71,4,93,-1,-1,2,0,0,0,73,7
6,10,5,8,15,18,19,27,31,42,43,44,51,0,71,4,93,7,73,3,0,0,0,75,10
6,5,8,15,18,19,27,31,42,43,44,51,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,75,19
2,9,11,12,14,22,36,41,45,46,48,49,-1,19,75,-1,-1,-1,-1,4,1,0,0,71,22
1,3,13,21,24,26,28,29,30,33,37,39,-1,19,75,22,71,-1,-1,4,2,0,0,93,24
16,17,20,23,25,32,34,35,38,40,47,50,-1,19,75,22,71,24,93,4,3,0,0,73,25
16,17,20,23,32,34,35,38,40,47,50,-1,-1,-1,-1,-1,-1,-1,-1,4,4,0,0,73,38
6,5,8,15,18,27,31,42,43,44,51,-1,-1,38,73,-1,-1,-1,-1,4,4,1,0,75,31
2,9,11,12,14,36,41,45,46,48,49,-1,-1,38,73,31,75,-1,-1,4,4,2,0,71,36
1,3,13,21,26,28,29,30,33,37,39,-1,-1,38,73,31,75,36,71,4,4,3,0,93,37
16,17,20,23,32,34,35,40,47,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,0,73,35
6,5,8,15,18,27,42,43,44,51,-1,-1,-1,35,73,-1,-1,-1,-1,4,4,5,0,75,27
2,9,11,12,14,41,45,46,48,49,-1,-1,-1,35,73,27,75,-1,-1,4,4,6,0,71,11
1,3,13,21,26,28,29,30,33,39,-1,-1,-1,35,73,27,75,11,71,5,4,6,0,93,33
16,17,20,23,32,34,40,47,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,4,7,0,73,34
6,5,8,15,18,42,43,44,51,-1,-1,-1,-1,34,73,-1,-1,-1,-1,5,4,8,0,75,8
2,9,12,14,41,45,46,48,49,-1,-1,-1,-1,34,73,8,75,-1,-1,6,4,8,0,71,12
1,3,13,21,26,28,29,30,39,-1,-1,-1,-1,34,73,8,75,12,71,7,4,8,0,93,30
16,17,20,23,32,40,47,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,4,9,0,73,32
6,5,15,18,42,43,44,51,-1,-1,-1,-1,-1,32,73,-1,-1,-1,-1,7,4,10,0,75,6
2,9,14,41,45,46,48,49,-1,-1,-1,-1,-1,32,73,6,75,-1,-1,8,4,10,0,71,9
1,3,13,21,26,28,29,39,-1,-1,-1,-1,-1,32,73,6,75,9,71,9,4,10,0,93,26
16,17,20,23,40,47,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,4,11,0,73,20
5,15,18,42,43,44,51,-1,-1,-1,-1,-1,-1,20,73,-1,-1,-1,-1,9,5,11,0,75,18
2,14,41,45,46,48,49,-1,-1,-1,-1,-1,-1,20,73,18,75,-1,-1,9,6,11,0,71,14
1,3,13,21,28,29,39,-1,-1,-1,-1,-1,-1,20,73,18,75,14,71,9,7,11,0,93,21
1,3,13,28,29,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,8,11,0,93,1
16,17,23,40,47,50,-1,-1,-1,-1,-1,-1,-1,1,93,-1,-1,-1,-1,10,8,11,0,73,23
5,15,42,43,44,51,-1,-1,-1,-1,-1,-1,-1,1,93,23,73,-1,-1,10,9,11,0,75,5
2,41,45,46,48,49,-1,-1,-1,-1,-1,-1,-1,1,93,23,73,5,75,11,9,11,0,71,2
15,42,43,44,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,9,11,0,75,15
41,45,46,48,49,-1,-1,-1,-1,-1,-1,-1,-1,15,75,-1,-1,-1,-1,12,10,11,0,71,49
3,13,28,29,39,-1,-1,-1,-1,-1,-1,-1,-1,15,75,49,71,-1,-1,12,10,11,1,93,13
16,17,40,47,50,-1,-1,-1,-1,-1,-1,-1,-1,15,75,49,71,13,93,12,11,11,1,73,17
16,40,47,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,11,1,73,16
42,43,44,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,73,-1,-1,-1,-1,12,13,11,1,75,51
41,45,46,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,73,51,75,-1,-1,12,13,11,2,71,48
3,28,29,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,73,51,75,48,71,12,13,11,3,93,3
40,47,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,11,3,73,40
42,43,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,73,-1,-1,-1,-1,13,13,11,4,75,42
41,45,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,73,42,75,-1,-1,13,13,11,5,71,41
28,29,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,73,42,75,41,71,13,13,11,6,93,39
43,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,11,7,75,43
45,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,75,-1,-1,-1,-1,13,13,11,8,71,45
28,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,75,45,71,-1,-1,13,13,11,9,93,29
47,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,75,45,71,29,93,13,13,12,9,73,50
47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,12,10,73,47
44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,73,-1,-1,-1,-1,13,13,12,11,75,44
46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,73,44,75,-1,-1,13,13,12,12,71,46
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,73,44,75,46,71,13,13,12,13,93,28
