0,1,4,5,6,8,9,10,17,19,35,49,51,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
2,3,12,15,21,22,30,36,37,40,42,47,48,0,0,-1,-1,-1,-1,1,0,0,0,0,12
16,18,26,33,34,38,39,41,43,44,45,46,50,0,0,12,0,-1,-1,2,0,0,0,0,38
11,7,13,14,20,23,24,25,27,28,29,31,32,0,0,12,0,38,0,2,0,1,0,0,11
2,3,15,21,22,30,36,37,40,42,47,48,-1,-1,-1,-1,-1,-1,-1,3,0,1,0,0,22
16,18,26,33,34,39,41,43,44,45,46,50,-1,22,0,-1,-1,-1,-1,3,1,1,0,0,18
7,13,14,20,23,24,25,27,28,29,31,32,-1,22,0,18,0,-1,-1,3,2,1,0,0,25
1,4,5,6,8,9,10,17,19,35,49,51,-1,22,0,18,0,25,0,3,3,1,0,0,19
7,13,14,20,23,24,27,28,29,31,32,-1,-1,-1,-1,-1,-1,-1,-1,3,4,1,0,0,7
1,4,5,6,8,9,10,17,35,49,51,-1,-1,7,0,-1,-1,-1,-1,4,4,1,0,0,6
2,3,15,21,30,36,37,40,42,47,48,-1,-1,7,0,6,0,-1,-1,5,4,1,0,0,3
16,26,33,34,39,41,43,44,45,46,50,-1,-1,7,0,6,0,3,0,6,4,1,0,0,34
13,14,20,23,24,27,28,29,31,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,4,2,0,0,32
1,4,5,8,9,10,17,35,49,51,-1,-1,-1,32,0,-1,-1,-1,-1,6,4,3,0,0,35
2,15,21,30,36,37,40,42,47,48,-1,-1,-1,32,0,35,0,-1,-1,6,4,4,0,0,37
16,26,33,39,41,43,44,45,46,50,-1,-1,-1,32,0,35,0,37,0,6,4,5,0,0,33
2,15,21,30,36,40,42,47,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,4,6,0,0,21
16,26,39,41,43,44,45,46,50,-1,-1,-1,-1,21,0,-1,-1,-1,-1,6,5,6,0,0,16
13,14,20,23,24,27,28,29,31,-1,-1,-1,-1,21,0,16,0,-1,-1,6,6,6,0,0,24
1,4,5,8,9,10,17,49,51,-1,-1,-1,-1,21,0,16,0,24,0,6,7,6,0,0,17
13,14,20,23,27,28,29,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,8,6,0,0,13
1,4,5,8,9,10,49,51,-1,-1,-1,-1,-1,13,0,-1,-1,-1,-1,6,9,6,0,0,1
2,15,30,36,40,42,47,48,-1,-1,-1,-1,-1,13,0,1,0,-1,-1,7,9,6,0,0,15
26,39,41,43,44,45,46,50,-1,-1,-1,-1,-1,13,0,1,0,15,0,7,10,6,0,0,46
2,30,36,40,42,47,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,10,6,1,0,2
26,39,41,43,44,45,50,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,8,10,6,1,0,50
14,20,23,27,28,29,31,-1,-1,-1,-1,-1,-1,2,0,50,0,-1,-1,8,10,6,2,0,23
4,5,8,9,10,49,51,-1,-1,-1,-1,-1,-1,2,0,50,0,23,0,8,11,6,2,0,10
4,5,8,9,49,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,11,6,2,0,5
30,36,40,42,47,48,-1,-1,-1,-1,-1,-1,-1,5,0,-1,-1,-1,-1,10,11,6,2,0,36
26,39,41,43,44,45,-1,-1,-1,-1,-1,-1,-1,5,0,36,0,-1,-1,10,11,7,2,0,45
14,20,27,28,29,31,-1,-1,-1,-1,-1,-1,-1,5,0,36,0,45,0,10,11,7,3,0,20
4,8,9,49,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,12,7,3,0,49
30,40,42,47,48,-1,-1,-1,-1,-1,-1,-1,-1,49,0,-1,-1,-1,-1,10,12,7,4,0,48
26,39,41,43,44,-1,-1,-1,-1,-1,-1,-1,-1,49,0,48,0,-1,-1,10,12,7,5,0,44
14,27,28,29,31,-1,-1,-1,-1,-1,-1,-1,-1,49,0,48,0,44,0,10,12,7,6,0,14
4,8,9,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,13,7,6,0,9
30,40,42,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,0,-1,-1,-1,-1,11,13,7,6,0,47
26,39,41,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,0,47,0,-1,-1,11,13,7,7,0,43
27,28,29,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,0,47,0,43,0,11,13,7,8,0,31
